ProductName,Price,Rating,Features
"Infinix Zero 5G (Skylight Orange, 128 GB)","₹19,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB17.22 cm (6.78 inch) Full HD+ Display48 MP + 13 MP Portrait Lens + 2 MP Bokeh Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Dimensity 900 Processor1 Year on Handset and 6 Months on Accessories
"Infinix Zero 5G (Cosmic Black, 128 GB)","₹19,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB17.22 cm (6.78 inch) Full HD+ Display48 MP + 13 MP Portrait Lens + 2 MP Bokeh Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Dimensity 900 Processor1 Year on Handset and 6 Months on Accessories
"POCO X3 Pro (Steel Blue, 128 GB)","₹25,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 ProcessorMultiple Hands-free Voice AssistantsOne Year Warranty for Handset, 6 Months for Accessories"
"APPLE iPhone 12 (Red, 256 GB)","₹66,999",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Infinix Note 12 Pro (Tuscany Blue, 256 GB)","₹14,999",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ AMOLED Display108MP + 2MP Depth Lens + AI lens | 16MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Helio G99 Processor1 Year on Handset and 6 Months on Accessories
"POCO M2 Pro (Green and Greener, 64 GB)","₹16,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
"POCO X3 Pro (Golden Bronze, 128 GB)","₹22,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 ProcessorMultiple Hands-free Voice AssistantsOne Year Warranty for Handset, 6 Months for Accessories"
"POCO M3 Pro 5G (Cool Blue, 128 GB)","₹17,999",4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 700 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"POCO F4 5G (Nebula Green, 128 GB)","₹27,999",4.3,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP | 20MP Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 870 Processor2 Years Brand Warranty
"Infinix Note 11s (Mithril Grey, 64 GB)","₹13,999",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.65 cm (6.95 inch) Full HD+ Display50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediaTek Helio G96 Processor1 Year on Handset and 6 Months on Accessories
"APPLE iPhone 12 (White, 256 GB)","₹66,999",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"POCO X2 (Phoenix Red, 128 GB)","₹17,999",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"APPLE iPhone SE (Black, 256 GB)","₹40,990",4.5,"256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
"APPLE iPhone 12 (Green, 256 GB)","₹66,999",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone 14 Pro Max (Silver, 1 TB)","₹1,82,999",4.7,"1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"POCO X3 Pro (Steel Blue, 128 GB)","₹23,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 ProcessorMultiple Hands-free Voice AssistantsOne Year Warranty for Handset, 6 Months for Accessories"
"APPLE iPhone 13 Pro Max (Silver, 512 GB)","₹1,34,999",4.6,512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"POCO M2 Pro (Out of the Blue, 128 GB)","₹19,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
"POCO X3 (Cobalt Blue, 128 GB)","₹16,899",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 2MP + 2MP | 20MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 732G Processor1 Year for Handset and 6 Months for Accessories
"APPLE iPhone 13 Pro Max (Gold, 256 GB)","₹1,39,900",4.6,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 14 Pro (Deep Purple, 512 GB)","₹1,52,999",4.7,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Infinix Hot 11 2022 (Aurora Green, 64 GB)","₹9,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display13 MP + 2 MP Depth Lens | 8MP Front Camera5000 mAh Li-ion Polymer BatteryUniSoc T610 Processor1 Year on Handset and 6 Months on Accessories
"Infinix Hot 11 2022 (Polar Black, 64 GB)","₹9,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display13 MP + 2 MP Depth Lens | 8MP Front Camera5000 mAh Li-ion Polymer BatteryUniSoc T610 Processor1 Year on Handset and 6 Months on Accessories
"APPLE iPhone 12 (Black, 256 GB)","₹66,999",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone 13 mini (Green, 512 GB)","₹79,990",4.5,512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 14 Plus (Purple, 512 GB)","₹1,05,999",4.7,"512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"APPLE iPhone 14 Plus (Blue, 512 GB)","₹1,05,999",4.7,"512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"POCO M3 Pro 5G (Cool Blue, 128 GB)","₹17,999",4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 700 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"POCO X2 (Atlantis Blue, 64 GB)","₹17,999",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"POCO X3 (Cobalt Blue, 128 GB)","₹21,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 2MP + 2MP | 20MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 732G Processor1 Year for Handset and 6 Months for Accessories
"POCO M3 (Cool Blue, 64 GB)","₹12,999",4.3,"6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"Infinix Note 11 (Graphite Black, 64 GB)","₹12,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G88 Processor1 Year on Handset and 6 Months on Accessories
"POCO X2 (Phoenix Red, 64 GB)","₹17,999",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"APPLE iPhone 13 (Pink, 512 GB)","₹90,999",4.7,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 12 mini (White, 128 GB)","₹43,999",4.5,"128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"POCO M3 Pro 5G (Yellow, 64 GB)","₹15,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 700 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"POCO M3 Pro 5G (Power Black, 128 GB)","₹17,999",4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 700 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"Infinix Note 5 (Ice Blue, 32 GB)","₹7,949",4.2,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 16MP Front Camera4500 mAh Li-ion Polymer BatteryMediatek helio P23 Octa core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"APPLE iPhone 12 (Red, 256 GB)","₹66,999",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Infinix Zero 5G (Cosmic Black, 128 GB)","₹19,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB17.22 cm (6.78 inch) Full HD+ Display48 MP + 13 MP Portrait Lens + 2 MP Bokeh Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Dimensity 900 Processor1 Year on Handset and 6 Months on Accessories
"APPLE iPhone 13 (Blue, 512 GB)","₹90,999",4.7,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 12 mini (Blue, 64 GB)","₹38,999",4.5,"64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone 12 (Blue, 64 GB)","₹52,999",4.6,"64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Infinix Note 5 (Berlin Gray, 32 GB)","₹10,999",4.2,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 16MP Front Camera4500 mAh Li-ion Polymer BatteryMediatek helio P23 Octa core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Infinix Note 11s (Haze Green, 64 GB)","₹13,999",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.65 cm (6.95 inch) Full HD+ Display50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediaTek Helio G96 Processor1 Year on Handset and 6 Months on Accessories
"Infinix Note 11 (Glacier Green, 128 GB)","₹14,499",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G88 Processor1 Year on Handset and 6 Months on Accessories
"APPLE iPhone 14 Pro Max (Space Black, 1 TB)","₹1,82,999",4.7,"1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Infinix Zero 5G (Skylight Orange, 128 GB)","₹19,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB17.22 cm (6.78 inch) Full HD+ Display48 MP + 13 MP Portrait Lens + 2 MP Bokeh Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Dimensity 900 Processor1 Year on Handset and 6 Months on Accessories
"POCO X3 Pro (Steel Blue, 128 GB)","₹25,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 ProcessorMultiple Hands-free Voice AssistantsOne Year Warranty for Handset, 6 Months for Accessories"
"APPLE iPhone 12 (Blue, 256 GB)","₹66,999",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"POCO F3 GT 5G (Predator Black, 128 GB)","₹34,999",4.3,"8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera5065 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200 ProcessorMultiple Hands-free Voice Assistant1 Year Warranty for Handset, 6 Months for Accessories"
"APPLE iPhone 13 mini (Pink, 512 GB)","₹79,990",4.5,512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"POCO M3 Pro 5G (Cool Blue, 64 GB)","₹15,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 700 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"POCO X3 Pro (Golden Bronze, 128 GB)","₹22,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 ProcessorMultiple Hands-free Voice AssistantsOne Year Warranty for Handset, 6 Months for Accessories"
"Infinix Note 12 Pro (Tuscany Blue, 256 GB)","₹14,999",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ AMOLED Display108MP + 2MP Depth Lens + AI lens | 16MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Helio G99 Processor1 Year on Handset and 6 Months on Accessories
"POCO F4 5G (Nebula Green, 128 GB)","₹27,999",4.3,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP | 20MP Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 870 Processor2 Years Brand Warranty
"Infinix Note 11s (Mithril Grey, 64 GB)","₹13,999",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.65 cm (6.95 inch) Full HD+ Display50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediaTek Helio G96 Processor1 Year on Handset and 6 Months on Accessories
"APPLE iPhone 12 (White, 256 GB)","₹66,999",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone SE (Black, 256 GB)","₹40,990",4.5,"256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
"APPLE iPhone 13 Pro (Gold, 512 GB)","₹1,25,999",4.6,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 12 (Green, 256 GB)","₹66,999",4.6,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone 13 Pro Max (Silver, 512 GB)","₹1,34,999",4.6,512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 14 Pro (Silver, 512 GB)","₹1,52,999",4.7,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"POCO F1 (Rosso Red, 64 GB)","₹13,999",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.7 cm (6.18 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 845 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"APPLE iPhone 14 Pro (Deep Purple, 256 GB)","₹1,32,999",4.7,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"POCO M3 (Power Black, 64 GB)","₹11,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"APPLE iPhone 13 Pro Max (Graphite, 1 TB)","₹1,55,999",4.6,1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 12 mini (Green, 128 GB)","₹43,999",4.5,"128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone 12 Pro (Graphite, 512 GB)","₹1,05,999",4.5,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"POCO M3 (Cool Blue, 128 GB)","₹13,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"APPLE iPhone 7 (Black, 32 GB)","₹31,500",4.5,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
"POCO M2 Pro (Green and Greener, 128 GB)","₹19,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
"POCO M2 (Brick Red, 64 GB)","₹12,899",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP + 8MP + 5MP + 2MP | 8MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G80 Processor1 Year for Handset, 6 Months for Accessories"
"POCO X2 (Atlantis Blue, 128 GB)","₹17,999",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"APPLE iPhone 13 mini (Midnight, 256 GB)","₹68,990",4.5,256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Pro Max (Sierra Blue, 256 GB)","₹1,39,900",4.6,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"POCO C50 (Royal Blue, 32 GB)","₹6,999",4.4,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display8MP Dual Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio A22 Processor, Upto 2.0 GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"APPLE iPhone 13 mini ((PRODUCT)RED, 512 GB)","₹79,990",4.5,512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Pro Max (Graphite, 256 GB)","₹1,39,900",4.6,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Pro Max (Alpine Green, 1 TB)","₹1,55,999",4.6,1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Pro (Graphite, 256 GB)","₹1,29,900",4.6,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Infinix Hot 8 (Quetzal Cyan, 64 GB)","₹8,999",4.5,4 GB RAM | 64 GB ROM16.56 cm (6.52 inch) HD+ Display13MP + 2MP + Low Light Sensor | 8MP Front Camera5000 mAh Li-ion Polymer BatteryHelio P22 (MTK6762) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
